MOENumber,SchoolType,SchoolName
6111,Activity Centre,Northern Tuna Activity Centre
6113,Activity Centre,Cove Jellyfish Activity Centre
6116,Activity Centre,Seashell Tern Activity Centre
6117,Activity Centre,Seagrass Prawn Activity Centre
6118,Activity Centre,Paua Kea Activity Centre
6119,Activity Centre,Silver Nautilus Activity Centre
6124,Activity Centre,Korora Penguin Activity Centre
6125,Activity Centre,Pebble Moki Activity Centre
6126,Activity Centre,Manuka Whale Activity Centre
6127,Activity Centre,Rising Kakapo Activity Centre
6128,Activity Centre,Harakeke Tuna Activity Centre
6741,Contributing,Shell Moana Primary School
6742,Contributing,Seahorse Petrel Primary School
6759,Contributing,Shell Tuna Primary School
6760,Intermediate,Harakeke Swordfish Intermediate School
6763,Secondary (Year 7-15),Pebble Turtle College
6783,Full Primary,Pounamu Piwakawaka Primary School
6788,Full Primary,Seahorse Jellyfish Primary School
6920,Contributing,Southern Piper Primary School
6921,Contributing,Golden Hoiho Primary School
6922,Full Primary,Saltwater Kakapo Primary School
6929,Secondary (Year 9-15),Wave Ruru College
6930,Secondary (Year 9-15),Pacific Crab College
6932,Contributing,Wave Oystercatcher Primary School
6937,Contributing,Saltwater Tui Primary School
6939,Full Primary,Silver Tarakihi Primary School
6940,Contributing,Sandy Anemone Primary School
6941,Contributing,Blue Hapuku Primary School
6944,Full Primary,Blue Albatross Primary School
6945,Contributing,Bay Rockpool Primary School
6946,Contributing,Saltwater Hapuku Primary School
6947,Full Primary,Harakeke Octopus Primary School
6948,Secondary (Year 7-10),Manuka Barracuda College
6955,Contributing,Harbour Kingfisher Primary School
6959,Contributing,Shore Moana Primary School
6960,Contributing,Foam Crab Primary School
6962,Secondary (Year 7-15),Silver Seal College
6963,Secondary (Year 7-15),Silver Kina College
6967,Full Primary,Bright Skink Primary School
6975,Secondary (Year 9-15),Reef Ruru College
6976,Contributing,Mangrove Fantail Primary School
6977,Secondary (Year 9-15),Wave Pipit College
6978,Full Primary,Coastal Piper Primary School
6980,Full Primary,Misty Pipit Primary School
10000,Composite,Dolphin Shark Area School
10001,Composite,Shore Kahawai Area School
10002,Full Primary,Wave Rockpool Primary School
10003,Composite,Foam Cockle Area School
